Age_group,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
<60,1.4760479827253064,1.1959843447892924,1.8590302635852294,1.592580815761953,96.87050359712228,278
60-70,1.3951529959371165,1.004272985038077,1.747489985182904,1.3032424292134286,97.01952723535457,278
70-80,1.6769452941010878,1.4203064758457398,2.080426699572858,1.7455282809392896,95.37718055976482,178
>=80,1.8645345048522377,0.9727198824751163,2.295367911648693,1.1606255111834753,95.84656084656085,45
