Sex,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
Male,1.5572023335672693,1.1029832447694579,1.9237149294541214,1.4385201133720906,96.09621364550942,355
Female,1.3853113442393876,0.9642815795091947,1.713131389883758,1.2363518975206007,97.52156862745099,425
