Age_group,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
<60,1.4033701849433502,1.0469901647078796,1.7368595439004313,1.3631696402800941,96.96969696969695,275
60-70,1.436398965264831,1.0016776832822565,1.7762281268268816,1.2880631601374921,97.06264775413712,282
70-80,1.447927167784075,0.9200317346197718,1.7986091431589344,1.2111932540098023,97.01758969000348,174
>=80,2.012928846114032,1.3374531211653709,2.4389580287623747,1.7010061671270154,94.72303206997084,49
