Sex,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
Male,1.6569894321293017,1.4085366738260372,2.1795612830961733,1.9002147938174248,83.66572160234132,355
Female,1.4303183963581507,1.1493492571784834,1.8740111226694847,1.4987953515822785,85.31680672268907,425
