Sex,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
Male,1.6126212999688623,1.2987459314446146,2.1253019370674644,1.8181655379419002,84.4802927794731,366
Female,1.5905091197699452,1.1734257578846474,2.0971524333165834,1.5991195356856711,83.20832852915177,413
