Sex,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
Male,1.5466624643842282,1.2897862660353945,1.9028938779102247,1.6147684775847326,96.88053565208737,348
Female,1.52104931095798,1.1959867185582593,1.8653500489730168,1.4666740932851985,96.38833646374249,431
