Age_group,MAE_mean,MAE_std,RMSE_mean,RMSE_std,Coverage_mean,n
<60,1.3951104273966837,1.079280112904448,1.740176295443342,1.4581092271905067,97.31739707835325,251
60-70,1.325027527571233,0.9381561538024699,1.6362618989929092,1.1868746320200165,97.78176135318994,259
70-80,1.8274374974960708,1.529568919488835,2.210551897332704,1.81617880936753,94.77109402482536,201
>=80,1.9579559810937293,1.5480368518785272,2.3717048126590132,1.7984278492870012,94.95098039215686,68
